record_id,date,year,month,day,day_of_year,week_of_year,season,month_sin,month_cos,rainfall_mm,rainfall_intensity,rain_lag1,rain_lag2,rain_lag3,rain_cumul_3day,rain_cumul_5day,rain_cumul_7day,rain_rolling_avg_7d,rain_rolling_avg_30d,rain_exceed_50mm,rain_exceed_100mm,consecutive_rain_days,typhoon_active,typhoon_signal,typhoon_name,typhoon_category,typhoon_max_wind_kph,days_to_typhoon,days_since_typhoon,antecedent_moisture,land_use_code,flood_occurred,flood_depth_m,flood_duration_hrs,flood_severity
441,2021-03-16,2021,3,16,75,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.1,9.1,1.3,0.89,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
442,2021-03-17,2021,3,17,76,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.1,1.3,0.89,0,0,0,0,0,,0.0,,,,0.07,1,1,0.4,7.0,1
443,2021-03-18,2021,3,18,77,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.1,1.3,0.55,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
444,2021-03-19,2021,3,19,78,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
445,2021-03-20,2021,3,20,79,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
446,2021-03-21,2021,3,21,80,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
447,2021-03-22,2021,3,22,81,12,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
448,2021-03-23,2021,3,23,82,12,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
449,2021-03-24,2021,3,24,83,12,0,1.0,0.0,7.2,2,0.0,0.0,0.0,7.2,7.2,7.2,1.03,0.79,0,0,1,0,0,,0.0,,,,0.06,1,0,,,0
450,2021-03-25,2021,3,25,84,12,0,1.0,0.0,0.0,0,7.2,0.0,0.0,7.2,7.2,7.2,1.03,0.79,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0
451,2021-03-26,2021,3,26,85,12,0,1.0,0.0,0.0,0,0.0,7.2,0.0,7.2,7.2,7.2,1.03,0.79,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0
452,2021-03-27,2021,3,27,86,12,0,1.0,0.0,0.0,0,0.0,0.0,7.2,0.0,7.2,7.2,1.03,0.79,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0
453,2021-03-28,2021,3,28,87,12,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.2,7.2,1.03,0.79,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0
454,2021-03-29,2021,3,29,88,13,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.2,1.03,0.79,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0
455,2021-03-30,2021,3,30,89,13,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.2,1.03,0.79,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0
456,2021-03-31,2021,3,31,90,13,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
457,2021-04-01,2021,4,1,91,13,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
458,2021-04-02,2021,4,2,92,13,0,0.866025,-0.5,10.7,3,0.0,0.0,0.0,10.7,10.7,10.7,1.53,1.15,0,0,1,0,0,,0.0,,,,0.07,1,0,,,0
459,2021-04-03,2021,4,3,93,13,0,0.866025,-0.5,0.0,0,10.7,0.0,0.0,10.7,10.7,10.7,1.53,1.15,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
460,2021-04-04,2021,4,4,94,13,0,0.866025,-0.5,0.0,0,0.0,10.7,0.0,10.7,10.7,10.7,1.53,1.15,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
461,2021-04-05,2021,4,5,95,14,0,0.866025,-0.5,14.3,3,0.0,0.0,10.7,14.3,25.0,25.0,3.57,1.38,0,0,1,0,0,,0.0,,,,0.09,1,0,,,0
462,2021-04-06,2021,4,6,96,14,0,0.866025,-0.5,0.0,0,14.3,0.0,0.0,14.3,25.0,25.0,3.57,1.38,0,0,0,0,0,,0.0,,,,0.09,1,0,,,0
463,2021-04-07,2021,4,7,97,14,0,0.866025,-0.5,0.0,0,0.0,14.3,0.0,14.3,14.3,25.0,3.57,1.38,0,0,0,0,0,,0.0,,,,0.09,1,0,,,0
464,2021-04-08,2021,4,8,98,14,0,0.866025,-0.5,0.0,0,0.0,0.0,14.3,0.0,14.3,25.0,3.57,1.38,0,0,0,0,0,,0.0,,,,0.09,1,0,,,0
465,2021-04-09,2021,4,9,99,14,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,14.3,14.3,2.04,1.38,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
466,2021-04-10,2021,4,10,100,14,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,14.3,2.04,1.38,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
467,2021-04-11,2021,4,11,101,14,0,0.866025,-0.5,16.7,3,0.0,0.0,0.0,16.7,16.7,31.0,4.43,1.63,0,0,1,0,0,,0.0,,,,0.1,1,0,,,0
468,2021-04-12,2021,4,12,102,15,0,0.866025,-0.5,0.0,0,16.7,0.0,0.0,16.7,16.7,16.7,2.39,1.63,0,0,0,0,0,,0.0,,,,0.08,1,0,,,0
469,2021-04-13,2021,4,13,103,15,0,0.866025,-0.5,0.0,0,0.0,16.7,0.0,16.7,16.7,16.7,2.39,1.63,0,0,0,0,0,,0.0,,,,0.08,1,0,,,0
470,2021-04-14,2021,4,14,104,15,0,0.866025,-0.5,23.0,3,0.0,0.0,16.7,23.0,39.7,39.7,5.67,2.4,0,0,1,0,0,,0.0,,,,0.12,1,0,,,0
471,2021-04-15,2021,4,15,105,15,0,0.866025,-0.5,22.6,3,23.0,0.0,0.0,45.6,62.3,62.3,8.9,3.15,0,0,2,0,0,,0.0,,,,0.21,1,0,,,0
472,2021-04-16,2021,4,16,106,15,0,0.866025,-0.5,0.0,0,22.6,23.0,0.0,45.6,45.6,62.3,8.9,3.15,0,0,0,0,0,,0.0,,,,0.16,1,0,,,0
473,2021-04-17,2021,4,17,107,15,0,0.866025,-0.5,0.0,0,0.0,22.6,23.0,22.6,45.6,62.3,8.9,3.15,0,0,0,0,0,,0.0,,,,0.16,1,0,,,0
474,2021-04-18,2021,4,18,108,15,0,0.866025,-0.5,0.0,0,0.0,0.0,22.6,0.0,45.6,45.6,6.51,3.15,0,0,0,0,0,,0.0,,,,0.13,1,0,,,0
475,2021-04-19,2021,4,19,109,16,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,22.6,45.6,6.51,3.15,0,0,0,0,0,,0.0,,,,0.13,1,0,,,0
476,2021-04-20,2021,4,20,110,16,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,45.6,6.51,3.15,0,0,0,0,0,,0.0,,,,0.13,1,1,0.5,3.0,1
477,2021-04-21,2021,4,21,111,16,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,22.6,3.23,3.15,0,0,0,0,0,,0.0,,,,0.09,1,0,,,0
478,2021-04-22,2021,4,22,112,16,0,0.866025,-0.5,16.2,3,0.0,0.0,0.0,16.2,16.2,16.2,2.31,3.69,0,0,1,0,0,,0.0,,,,0.08,1,0,,,0
479,2021-04-23,2021,4,23,113,16,0,0.866025,-0.5,16.2,3,16.2,0.0,0.0,32.4,32.4,32.4,4.63,3.99,0,0,2,0,0,,0.0,,,,0.16,1,1,0.5,4.0,1
480,2021-04-24,2021,4,24,114,16,0,0.866025,-0.5,0.0,0,16.2,16.2,0.0,32.4,32.4,32.4,4.63,3.99,0,0,0,0,0,,0.0,,,,0.11,1,0,,,0
481,2021-04-25,2021,4,25,115,16,0,0.866025,-0.5,16.2,3,0.0,16.2,16.2,32.4,48.6,48.6,6.94,4.53,0,0,1,0,0,,0.0,,,,0.13,1,0,,,0
482,2021-04-26,2021,4,26,116,17,0,0.866025,-0.5,0.0,0,16.2,0.0,16.2,16.2,48.6,48.6,6.94,4.53,0,0,0,0,0,,0.0,,,,0.13,1,0,,,0
483,2021-04-27,2021,4,27,117,17,0,0.866025,-0.5,0.0,0,0.0,16.2,0.0,16.2,32.4,48.6,6.94,4.53,0,0,0,0,0,,0.0,,,,0.13,1,0,,,0
484,2021-04-28,2021,4,28,118,17,0,0.866025,-0.5,0.0,0,0.0,0.0,16.2,0.0,16.2,48.6,6.94,4.53,0,0,0,0,0,,0.0,,,,0.13,1,0,,,0
485,2021-04-29,2021,4,29,119,17,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,16.2,32.4,4.63,4.53,0,0,0,0,0,,0.0,,,,0.11,1,0,,,0
486,2021-04-30,2021,4,30,120,17,0,0.866025,-0.5,56.2,4,0.0,0.0,0.0,56.2,56.2,72.4,10.34,6.4,1,0,1,0,0,,0.0,,,,0.17,1,0,,,0
487,2021-05-01,2021,5,1,121,17,0,0.5,-0.866025,0.0,0,56.2,0.0,0.0,56.2,56.2,72.4,10.34,6.4,0,0,0,0,0,,0.0,,,,0.17,1,0,,,0
488,2021-05-02,2021,5,2,122,17,0,0.5,-0.866025,0.0,0,0.0,56.2,0.0,56.2,56.2,56.2,8.03,6.05,0,0,0,0,0,,0.0,,,,0.15,1,0,,,0
489,2021-05-03,2021,5,3,123,18,0,0.5,-0.866025,30.6,3,0.0,0.0,56.2,30.6,86.8,86.8,12.4,7.07,0,0,1,0,0,,0.0,,,,0.2,1,0,,,0
490,2021-05-04,2021,5,4,124,18,0,0.5,-0.866025,43.0,3,30.6,0.0,0.0,73.6,129.8,129.8,18.54,8.5,0,0,2,0,0,,0.0,,,,0.32,1,0,,,0
491,2021-05-05,2021,5,5,125,18,0,0.5,-0.866025,0.0,0,43.0,30.6,0.0,73.6,73.6,129.8,18.54,8.02,0,0,0,0,0,,0.0,,,,0.27,1,0,,,0
492,2021-05-06,2021,5,6,126,18,0,0.5,-0.866025,39.0,3,0.0,43.0,30.6,82.0,112.6,168.8,24.11,9.32,0,0,1,0,0,,0.0,,,,0.34,1,1,0.4,3.0,1
493,2021-05-07,2021,5,7,127,18,0,0.5,-0.866025,32.3,3,39.0,0.0,43.0,71.3,144.9,144.9,20.7,10.4,0,0,2,0,0,,0.0,,,,0.35,1,0,,,0
494,2021-05-08,2021,5,8,128,18,0,0.5,-0.866025,0.0,0,32.3,39.0,0.0,71.3,114.3,144.9,20.7,10.4,0,0,0,0,0,,0.0,,,,0.3,1,0,,,0
495,2021-05-09,2021,5,9,129,18,0,0.5,-0.866025,0.0,0,0.0,32.3,39.0,32.3,71.3,144.9,20.7,10.4,0,0,0,0,0,,0.0,,,,0.3,1,0,,,0
496,2021-05-10,2021,5,10,130,19,0,0.5,-0.866025,0.0,0,0.0,0.0,32.3,0.0,71.3,114.3,16.33,10.4,0,0,0,0,0,,0.0,,,,0.25,1,0,,,0
497,2021-05-11,2021,5,11,131,19,0,0.5,-0.866025,11.1,3,0.0,0.0,0.0,11.1,43.4,82.4,11.77,10.21,0,0,1,0,0,,0.0,,,,0.19,1,0,,,0
498,2021-05-12,2021,5,12,132,19,0,0.5,-0.866025,0.0,0,11.1,0.0,0.0,11.1,11.1,82.4,11.77,10.21,0,0,0,0,0,,0.0,,,,0.19,1,0,,,0
499,2021-05-13,2021,5,13,133,19,0,0.5,-0.866025,0.0,0,0.0,11.1,0.0,11.1,11.1,43.4,6.2,10.21,0,0,0,0,0,,0.0,,,,0.12,1,0,,,0
500,2021-05-14,2021,5,14,134,19,0,0.5,-0.866025,34.7,3,0.0,0.0,11.1,34.7,45.8,45.8,6.54,10.6,0,0,1,0,0,,0.0,,,,0.13,1,0,,,0
501,2021-05-15,2021,5,15,135,19,0,0.5,-0.866025,1.0,1,34.7,0.0,0.0,35.7,46.8,46.8,6.69,9.88,0,0,2,0,0,,0.0,,,,0.18,1,0,,,0
502,2021-05-16,2021,5,16,136,19,0,0.5,-0.866025,0.0,0,1.0,34.7,0.0,35.7,35.7,46.8,6.69,9.88,0,0,0,0,0,,0.0,,,,0.13,1,0,,,0
503,2021-05-17,2021,5,17,137,20,0,0.5,-0.866025,12.8,3,0.0,1.0,34.7,13.8,48.5,59.6,8.51,10.31,0,0,1,0,0,,0.0,,,,0.15,1,0,,,0
504,2021-05-18,2021,5,18,138,20,0,0.5,-0.866025,0.0,0,12.8,0.0,1.0,12.8,48.5,48.5,6.93,10.31,0,0,0,0,0,,0.0,,,,0.13,1,0,,,0
505,2021-05-19,2021,5,19,139,20,0,0.5,-0.866025,7.3,2,0.0,12.8,0.0,20.1,21.1,55.8,7.97,10.55,0,0,1,0,0,,0.0,,,,0.15,1,0,,,0
506,2021-05-20,2021,5,20,140,20,0,0.5,-0.866025,19.8,3,7.3,0.0,12.8,27.1,39.9,75.6,10.8,11.21,0,0,2,0,0,,0.0,,,,0.23,1,0,,,0
507,2021-05-21,2021,5,21,141,20,0,0.5,-0.866025,68.9,4,19.8,7.3,0.0,96.0,108.8,109.8,15.69,13.51,1,0,3,0,0,,0.0,,,,0.59,1,1,0.4,10.0,1
508,2021-05-22,2021,5,22,142,20,0,0.5,-0.866025,0.0,0,68.9,19.8,7.3,88.7,96.0,108.8,15.54,12.97,0,0,0,0,0,,0.0,,,,0.24,1,0,,,0
509,2021-05-23,2021,5,23,143,20,0,0.5,-0.866025,0.0,0,0.0,68.9,19.8,68.9,96.0,108.8,15.54,12.43,0,0,0,0,0,,0.0,,,,0.24,1,0,,,0
510,2021-05-24,2021,5,24,144,21,0,0.5,-0.866025,0.0,0,0.0,0.0,68.9,0.0,88.7,96.0,13.71,12.43,0,0,0,0,0,,0.0,,,,0.21,1,0,,,0
511,2021-05-25,2021,5,25,145,21,0,0.5,-0.866025,0.0,0,0.0,0.0,0.0,0.0,68.9,96.0,13.71,11.89,0,0,0,0,0,,0.0,,,,0.21,1,0,,,0
512,2021-05-26,2021,5,26,146,21,0,0.5,-0.866025,0.0,0,0.0,0.0,0.0,0.0,0.0,88.7,12.67,11.89,0,0,0,0,0,,0.0,,,,0.2,1,0,,,0
513,2021-05-27,2021,5,27,147,21,0,0.5,-0.866025,0.0,0,0.0,0.0,0.0,0.0,0.0,68.9,9.84,11.89,0,0,0,0,0,,0.0,,,,0.17,1,0,,,0
514,2021-05-28,2021,5,28,148,21,0,0.5,-0.866025,33.1,3,0.0,0.0,0.0,33.1,33.1,33.1,4.73,12.99,0,0,1,0,0,,0.0,,,,0.11,1,0,,,0
515,2021-05-29,2021,5,29,149,21,0,0.5,-0.866025,0.0,0,33.1,0.0,0.0,33.1,33.1,33.1,4.73,12.99,0,0,0,0,0,,0.0,,,,0.11,1,0,,,0
516,2021-05-30,2021,5,30,150,21,0,0.5,-0.866025,7.6,3,0.0,33.1,0.0,40.7,40.7,40.7,5.81,11.37,0,0,1,0,0,,0.0,,,,0.12,1,0,,,0
517,2021-05-31,2021,5,31,151,22,0,0.5,-0.866025,0.0,0,7.6,0.0,33.1,7.6,40.7,40.7,5.81,11.37,0,0,0,0,0,,0.0,,,,0.12,1,0,,,0
518,2021-06-01,2021,6,1,152,22,1,0.0,-1.0,0.0,0,0.0,7.6,0.0,7.6,40.7,40.7,5.81,11.37,0,0,0,0,0,,0.0,,,,0.12,1,0,,,0
519,2021-06-02,2021,6,2,153,22,1,0.0,-1.0,0.0,0,0.0,0.0,7.6,0.0,7.6,40.7,5.81,10.35,0,0,0,0,0,,0.0,,,,0.12,1,0,,,0
520,2021-06-03,2021,6,3,154,22,1,0.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,7.6,40.7,5.81,8.92,0,0,0,0,0,,0.0,,,,0.12,1,0,,,0
521,2021-06-04,2021,6,4,155,22,1,0.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.6,1.09,8.92,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0
522,2021-06-05,2021,6,5,156,22,1,0.0,-1.0,55.5,4,0.0,0.0,0.0,55.5,55.5,63.1,9.01,9.47,1,0,1,0,0,,0.0,,,,0.16,1,0,,,0
523,2021-06-06,2021,6,6,157,22,1,0.0,-1.0,0.0,0,55.5,0.0,0.0,55.5,55.5,55.5,7.93,8.39,0,0,0,0,0,,0.0,,,,0.15,1,0,,,0
524,2021-06-07,2021,6,7,158,23,1,0.0,-1.0,26.8,3,0.0,55.5,0.0,82.3,82.3,82.3,11.76,9.29,0,0,1,0,0,,0.0,,,,0.19,1,0,,,0
525,2021-06-08,2021,6,8,159,23,1,0.0,-1.0,0.0,0,26.8,0.0,55.5,26.8,82.3,82.3,11.76,9.29,0,0,0,0,0,,0.0,,,,0.19,1,0,,,0
526,2021-06-09,2021,6,9,160,23,1,0.0,-1.0,5.0,2,0.0,26.8,0.0,31.8,87.3,87.3,12.47,9.45,0,0,1,0,0,,0.0,,,,0.2,1,0,,,0
527,2021-06-10,2021,6,10,161,23,1,0.0,-1.0,44.0,3,5.0,0.0,26.8,49.0,75.8,131.3,18.76,10.55,0,0,2,0,0,,0.0,,,,0.33,1,0,,,0
528,2021-06-11,2021,6,11,162,23,1,0.0,-1.0,4.5,2,44.0,5.0,0.0,53.5,80.3,135.8,19.4,10.7,0,0,3,0,0,,0.0,,,,0.63,1,0,,,0
529,2021-06-12,2021,6,12,163,23,1,0.0,-1.0,31.1,3,4.5,44.0,5.0,79.6,84.6,111.4,15.91,11.74,0,0,4,0,0,,0.0,,,,0.59,1,0,,,0
530,2021-06-13,2021,6,13,164,23,1,0.0,-1.0,26.3,3,31.1,4.5,44.0,61.9,110.9,137.7,19.67,11.46,0,0,5,0,0,,0.0,,,,0.64,1,0,,,0
531,2021-06-14,2021,6,14,165,24,1,0.0,-1.0,6.8,2,26.3,31.1,4.5,64.2,112.7,117.7,16.81,11.65,0,0,6,0,0,,0.0,,,,0.6,1,0,,,0
532,2021-06-15,2021,6,15,166,24,1,0.0,-1.0,0.0,0,6.8,26.3,31.1,33.1,68.7,117.7,16.81,11.65,0,0,0,0,0,,0.0,,,,0.25,1,0,,,0
533,2021-06-16,2021,6,16,167,24,1,0.0,-1.0,85.0,4,0.0,6.8,26.3,91.8,149.2,197.7,28.24,14.06,1,0,1,0,0,,0.0,,,,0.39,1,1,0.2,4.0,1
534,2021-06-17,2021,6,17,168,24,1,0.0,-1.0,0.0,0,85.0,0.0,6.8,85.0,118.1,153.7,21.96,14.06,0,0,0,0,0,,0.0,,,,0.31,1,0,,,0
535,2021-06-18,2021,6,18,169,24,1,0.0,-1.0,42.7,3,0.0,85.0,0.0,127.7,134.5,191.9,27.41,15.24,0,0,1,0,0,,0.0,,,,0.38,1,0,,,0
536,2021-06-19,2021,6,19,170,24,1,0.0,-1.0,0.0,0,42.7,0.0,85.0,42.7,127.7,160.8,22.97,14.58,0,0,0,0,0,,0.0,,,,0.33,1,0,,,0
537,2021-06-20,2021,6,20,171,24,1,0.0,-1.0,30.2,3,0.0,42.7,0.0,72.9,157.9,164.7,23.53,13.29,0,0,1,0,0,,0.0,,,,0.33,1,0,,,0
538,2021-06-21,2021,6,21,172,25,1,0.0,-1.0,6.5,2,30.2,0.0,42.7,36.7,79.4,164.4,23.49,13.5,0,0,2,0,0,,0.0,,,,0.38,1,0,,,0
539,2021-06-22,2021,6,22,173,25,1,0.0,-1.0,48.9,3,6.5,30.2,0.0,85.6,128.3,213.3,30.47,15.13,0,0,3,0,0,,0.0,,,,0.77,1,0,,,0
540,2021-06-23,2021,6,23,174,25,1,0.0,-1.0,2.8,2,48.9,6.5,30.2,58.2,88.4,131.1,18.73,15.23,0,0,4,0,0,,0.0,,9.0,0.0,0.62,1,0,,,0
541,2021-06-24,2021,6,24,175,25,1,0.0,-1.0,21.8,3,2.8,48.9,6.5,73.5,110.2,152.9,21.84,15.95,0,0,5,0,0,,0.0,,8.0,0.0,0.66,1,0,,,0
542,2021-06-25,2021,6,25,176,25,1,0.0,-1.0,39.1,3,21.8,2.8,48.9,63.7,119.1,149.3,21.33,17.26,0,0,6,0,0,,0.0,,7.0,0.0,0.66,1,1,0.3,4.0,1
543,2021-06-26,2021,6,26,177,25,1,0.0,-1.0,49.2,3,39.1,21.8,2.8,110.1,161.8,198.5,28.36,18.9,0,0,7,0,0,,0.0,,6.0,0.0,0.74,1,0,,,0
544,2021-06-27,2021,6,27,178,25,1,0.0,-1.0,0.0,0,49.2,39.1,21.8,88.3,112.9,168.3,24.04,17.79,0,0,0,0,0,,0.0,,5.0,0.0,0.34,1,1,0.4,4.0,1
545,2021-06-28,2021,6,28,179,26,1,0.0,-1.0,15.6,3,0.0,49.2,39.1,64.8,125.7,177.4,25.34,18.31,0,0,1,0,0,,0.0,,4.0,0.0,0.35,1,0,,,0
546,2021-06-29,2021,6,29,180,26,1,0.0,-1.0,11.7,3,15.6,0.0,49.2,27.3,115.6,140.2,20.03,18.45,0,0,2,0,0,,0.0,,3.0,0.0,0.34,1,0,,,0
547,2021-06-30,2021,6,30,181,26,1,0.0,-1.0,0.0,0,11.7,15.6,0.0,27.3,76.5,137.4,19.63,18.45,0,0,0,0,0,,0.0,,2.0,0.0,0.29,1,0,,,0
548,2021-07-01,2021,7,1,182,26,1,-0.5,-0.866025,0.0,0,0.0,11.7,15.6,11.7,27.3,115.6,16.51,18.45,0,0,0,0,0,,0.0,,1.0,0.0,0.25,1,0,,,0
549,2021-07-02,2021,7,2,183,26,1,-0.5,-0.866025,13.3,3,0.0,0.0,11.7,13.3,40.6,89.8,12.83,18.89,0,0,1,1,1,Jenny,1.0,75.0,0.0,0.0,0.2,1,1,0.5,11.0,1
550,2021-07-03,2021,7,3,184,26,1,-0.5,-0.866025,158.4,4,13.3,0.0,0.0,171.7,183.4,199.0,28.43,24.17,1,1,2,1,1,Jenny,1.0,75.0,0.0,1.0,0.44,1,1,1.2,34.0,3
551,2021-07-04,2021,7,4,185,26,1,-0.5,-0.866025,76.8,4,158.4,13.3,0.0,248.5,248.5,275.8,39.4,26.73,1,0,3,1,1,Jenny,1.0,75.0,0.0,2.0,0.87,1,1,0.8,16.0,3
552,2021-07-05,2021,7,5,186,27,1,-0.5,-0.866025,0.0,0,76.8,158.4,13.3,235.2,248.5,260.2,37.17,24.88,0,0,0,0,0,,0.0,,,3.0,0.5,1,0,,,0
553,2021-07-06,2021,7,6,187,27,1,-0.5,-0.866025,71.7,4,0.0,76.8,158.4,148.5,320.2,320.2,45.74,27.27,1,0,1,0,0,,0.0,,,4.0,0.6,1,0,,,0
554,2021-07-07,2021,7,7,188,27,1,-0.5,-0.866025,0.0,0,71.7,0.0,76.8,71.7,306.9,320.2,45.74,26.38,0,0,0,0,0,,0.0,,,5.0,0.6,1,0,,,0
555,2021-07-08,2021,7,8,189,27,1,-0.5,-0.866025,0.0,0,0.0,71.7,0.0,71.7,148.5,320.2,45.74,26.38,0,0,0,0,0,,0.0,,,6.0,0.6,1,0,,,0
556,2021-07-09,2021,7,9,190,27,1,-0.5,-0.866025,119.9,4,0.0,0.0,71.7,119.9,191.6,426.8,60.97,30.21,1,1,1,0,0,,0.0,,,7.0,0.78,1,1,0.6,10.0,2
557,2021-07-10,2021,7,10,191,27,1,-0.5,-0.866025,76.3,4,119.9,0.0,0.0,196.2,267.9,344.7,49.24,31.29,1,0,2,0,0,,0.0,,,8.0,0.69,1,1,0.5,13.0,2
558,2021-07-11,2021,7,11,192,27,1,-0.5,-0.866025,0.0,0,76.3,119.9,0.0,196.2,196.2,267.9,38.27,31.14,0,0,0,0,0,,0.0,,,9.0,0.51,1,0,,,0
559,2021-07-12,2021,7,12,193,28,1,-0.5,-0.866025,0.0,0,0.0,76.3,119.9,76.3,196.2,267.9,38.27,30.1,0,0,0,0,0,,0.0,,,10.0,0.51,1,0,,,0
560,2021-07-13,2021,7,13,194,28,1,-0.5,-0.866025,0.0,0,0.0,0.0,76.3,0.0,196.2,196.2,28.03,29.22,0,0,0,0,0,,0.0,,,11.0,0.39,1,0,,,0
561,2021-07-14,2021,7,14,195,28,1,-0.5,-0.866025,0.0,0,0.0,0.0,0.0,0.0,76.3,196.2,28.03,29.0,0,0,0,0,0,,0.0,,,12.0,0.39,1,0,,,0
562,2021-07-15,2021,7,15,196,28,1,-0.5,-0.866025,62.0,4,0.0,0.0,0.0,62.0,62.0,258.2,36.89,31.06,1,0,1,0,0,,0.0,,30.0,90.0,0.72,1,1,0.4,5.0,1
563,2021-07-16,2021,7,16,197,28,1,-0.5,-0.866025,15.6,3,62.0,0.0,0.0,77.6,77.6,153.9,21.99,28.75,0,0,2,0,0,,0.0,,,14.0,0.36,1,0,,,0
564,2021-07-17,2021,7,17,198,28,1,-0.5,-0.866025,85.7,4,15.6,62.0,0.0,163.3,163.3,163.3,23.33,31.61,1,0,3,0,0,,0.0,,,15.0,0.68,1,0,,,0
565,2021-07-18,2021,7,18,199,28,1,-0.5,-0.866025,6.7,2,85.7,15.6,62.0,108.0,170.0,170.0,24.29,30.41,0,0,4,0,0,,0.0,,,16.0,0.69,1,0,,,0
566,2021-07-19,2021,7,19,200,29,1,-0.5,-0.866025,0.0,0,6.7,85.7,15.6,92.4,170.0,170.0,24.29,30.41,0,0,0,0,0,,0.0,,,17.0,0.34,1,0,,,0
567,2021-07-20,2021,7,20,201,29,1,-0.5,-0.866025,0.0,0,0.0,6.7,85.7,6.7,108.0,170.0,24.29,29.4,0,0,0,0,0,,0.0,,,18.0,0.34,1,0,,,0
568,2021-07-21,2021,7,21,202,29,1,-0.5,-0.866025,52.8,4,0.0,0.0,6.7,52.8,145.2,222.8,31.83,30.94,1,0,1,0,0,,0.0,,,19.0,0.43,1,0,,,0
569,2021-07-22,2021,7,22,203,29,1,-0.5,-0.866025,66.0,4,52.8,0.0,0.0,118.8,125.5,226.8,32.4,31.51,1,0,2,0,0,,0.0,,,20.0,0.49,1,0,,,0
570,2021-07-23,2021,7,23,204,29,1,-0.5,-0.866025,0.0,0,66.0,52.8,0.0,118.8,118.8,211.2,30.17,31.42,0,0,0,0,0,,0.0,,,21.0,0.41,1,0,,,0
571,2021-07-24,2021,7,24,205,29,1,-0.5,-0.866025,32.6,3,0.0,66.0,52.8,98.6,151.4,158.1,22.59,31.78,0,0,1,0,0,,0.0,,,22.0,0.32,1,0,,,0
572,2021-07-25,2021,7,25,206,29,1,-0.5,-0.866025,0.0,0,32.6,0.0,66.0,32.6,151.4,151.4,21.63,30.48,0,0,0,0,0,,0.0,,,23.0,0.31,1,0,,,0
573,2021-07-26,2021,7,26,207,30,1,-0.5,-0.866025,0.0,0,0.0,32.6,0.0,32.6,98.6,151.4,21.63,28.84,0,0,0,0,0,,0.0,,,24.0,0.31,1,0,,,0
574,2021-07-27,2021,7,27,208,30,1,-0.5,-0.866025,24.9,3,0.0,0.0,32.6,24.9,57.5,176.3,25.19,29.67,0,0,1,0,0,,0.0,,,25.0,0.35,1,0,,,0
575,2021-07-28,2021,7,28,209,30,1,-0.5,-0.866025,0.0,0,24.9,0.0,0.0,24.9,57.5,123.5,17.64,29.15,0,0,0,0,0,,0.0,,,26.0,0.26,1,0,,,0
