record_id,date,year,month,day,day_of_year,week_of_year,season,month_sin,month_cos,rainfall_mm,rainfall_intensity,rain_lag1,rain_lag2,rain_lag3,rain_cumul_3day,rain_cumul_5day,rain_cumul_7day,rain_rolling_avg_7d,rain_rolling_avg_30d,rain_exceed_50mm,rain_exceed_100mm,consecutive_rain_days,typhoon_active,typhoon_signal,typhoon_name,typhoon_category,typhoon_max_wind_kph,days_to_typhoon,days_since_typhoon,antecedent_moisture,land_use_code,flood_occurred,flood_depth_m,flood_duration_hrs,flood_severity,soil_moisture_mean,pressure_msl_mean,surface_pressure_mean,wind_gusts_10m_max
394,2021-01-28,2021,1,28,28,4,0,0.5,0.866025,0.0,0,0.0,0.0,5.3,0.0,5.3,5.3,0.76,2.44,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0,0.3713472222222222,1012.1125000000001,1011.5124999999999,51.8
395,2021-01-29,2021,1,29,29,4,0,0.5,0.866025,0.0,0,0.0,0.0,0.0,0.0,5.3,5.3,0.76,2.44,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0,0.3617916666666667,1013.0708333333333,1012.4708333333333,59.4
396,2021-01-30,2021,1,30,30,4,0,0.5,0.866025,0.0,0,0.0,0.0,0.0,0.0,0.0,5.3,0.76,1.18,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0,0.34873611111111114,1014.4125,1013.8125,62.3
397,2021-01-31,2021,1,31,31,4,0,0.5,0.866025,0.0,0,0.0,0.0,0.0,0.0,0.0,5.3,0.76,1.18,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0,0.34265277777777775,1014.5749999999999,1013.975,53.3
398,2021-02-01,2021,2,1,32,5,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.33790277777777783,1013.6999999999999,1013.1,38.9
399,2021-02-02,2021,2,2,33,5,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.33370833333333333,1013.2416666666667,1012.6416666666668,50.8
400,2021-02-03,2021,2,3,34,5,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.3289722222222222,1013.3291666666668,1012.7291666666666,50.0
401,2021-02-04,2021,2,4,35,5,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.35636111111111113,1013.3541666666666,1012.7541666666666,43.2
402,2021-02-05,2021,2,5,36,5,0,0.866025,0.5,16.6,3,0.0,0.0,0.0,16.6,16.6,16.6,2.37,1.09,0,0,1,0,0,,0.0,,,,0.08,1,0,,,0,0.37811111111111106,1012.3166666666666,1011.7166666666667,45.4
403,2021-02-06,2021,2,6,37,5,0,0.866025,0.5,0.0,0,16.6,0.0,0.0,16.6,16.6,16.6,2.37,0.73,0,0,0,0,0,,0.0,,,,0.08,1,0,,,0,0.3784861111111111,1012.2083333333334,1011.6083333333332,41.0
404,2021-02-07,2021,2,7,38,5,0,0.866025,0.5,0.0,0,0.0,16.6,0.0,16.6,16.6,16.6,2.37,0.73,0,0,0,0,0,,0.0,,,,0.08,1,0,,,0,0.36800000000000005,1011.1374999999999,1010.5375,43.2
405,2021-02-08,2021,2,8,39,6,0,0.866025,0.5,0.0,0,0.0,0.0,16.6,0.0,16.6,16.6,2.37,0.73,0,0,0,0,0,,0.0,,,,0.08,1,0,,,0,0.36247222222222225,1011.3791666666666,1010.7791666666667,29.2
406,2021-02-09,2021,2,9,40,6,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,16.6,16.6,2.37,0.73,0,0,0,0,0,,0.0,,,,0.08,1,1,0.5,11.0,1,0.3882638888888889,1009.9458333333333,1009.3458333333333,45.4
407,2021-02-10,2021,2,10,41,6,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,16.6,2.37,0.73,0,0,0,0,0,,0.0,,,,0.08,1,0,,,0,0.40043055555555557,1009.7583333333333,1009.1583333333333,31.7
408,2021-02-11,2021,2,11,42,6,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,16.6,2.37,0.73,0,0,0,0,0,,0.0,,,,0.08,1,0,,,0,0.3894444444444445,1009.1999999999999,1008.6,32.8
409,2021-02-12,2021,2,12,43,6,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.3769027777777778,1009.7541666666666,1009.1541666666667,35.3
410,2021-02-13,2021,2,13,44,6,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.3673472222222222,1010.5500000000001,1009.9499999999999,40.0
411,2021-02-14,2021,2,14,45,6,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.35994444444444446,1011.1041666666666,1010.5041666666666,41.8
412,2021-02-15,2021,2,15,46,7,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.3516666666666666,1011.2583333333333,1010.6583333333333,32.4
413,2021-02-16,2021,2,16,47,7,0,0.866025,0.5,10.1,3,0.0,0.0,0.0,10.1,10.1,10.1,1.44,1.07,0,0,1,0,0,,0.0,,,,0.07,1,0,,,0,0.34426388888888887,1011.6833333333334,1011.0833333333334,41.8
414,2021-02-17,2021,2,17,48,7,0,0.866025,0.5,0.0,0,10.1,0.0,0.0,10.1,10.1,10.1,1.44,1.07,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0,0.33381944444444445,1012.2416666666667,1011.6416666666668,52.9
415,2021-02-18,2021,2,18,49,7,0,0.866025,0.5,0.0,0,0.0,10.1,0.0,10.1,10.1,10.1,1.44,1.07,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0,0.3239444444444444,1013.9083333333333,1013.3083333333334,55.1
416,2021-02-19,2021,2,19,50,7,0,0.866025,0.5,0.0,0,0.0,0.0,10.1,0.0,10.1,10.1,1.44,1.07,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0,0.3201527777777778,1014.8625000000001,1014.2624999999999,64.1
417,2021-02-20,2021,2,20,51,7,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,10.1,10.1,1.44,1.07,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0,0.3195138888888889,1013.9833333333332,1013.3833333333333,50.0
418,2021-02-21,2021,2,21,52,7,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,10.1,1.44,1.07,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0,0.3214861111111111,1011.6083333333332,1011.0083333333333,50.0
419,2021-02-22,2021,2,22,53,8,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,10.1,1.44,1.07,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0,0.3680277777777778,1008.7458333333334,1008.1458333333334,82.1
420,2021-02-23,2021,2,23,54,8,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.38362500000000005,1008.85,1008.25,27.7
421,2021-02-24,2021,2,24,55,8,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.3851805555555556,1008.75,1008.15,22.0
422,2021-02-25,2021,2,25,56,8,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.3719305555555556,1008.4583333333334,1007.8583333333332,25.6
423,2021-02-26,2021,2,26,57,8,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.3729166666666666,1008.4375,1007.8375,23.0
424,2021-02-27,2021,2,27,58,8,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.3732638888888889,1009.9166666666666,1009.3166666666666,30.6
425,2021-02-28,2021,2,28,59,8,0,0.866025,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.38513888888888886,1011.5666666666666,1010.9666666666667,34.2
426,2021-03-01,2021,3,1,60,9,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.3841805555555555,1012.9291666666667,1012.3291666666668,30.6
427,2021-03-02,2021,3,2,61,9,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.3704444444444444,1013.3125,1012.7125,26.3
428,2021-03-03,2021,3,3,62,9,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.36540277777777774,1013.8249999999999,1013.225,36.7
429,2021-03-04,2021,3,4,63,9,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.3573472222222222,1014.3458333333333,1013.7458333333334,36.0
430,2021-03-05,2021,3,5,64,9,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.34618055555555555,1014.2125,1013.6125000000001,29.5
431,2021-03-06,2021,3,6,65,9,0,1.0,0.0,7.4,2,0.0,0.0,0.0,7.4,7.4,7.4,1.06,1.14,0,0,1,0,0,,0.0,,,,0.06,1,0,,,0,0.3357638888888889,1014.3291666666668,1013.7291666666666,28.8
432,2021-03-07,2021,3,7,66,9,0,1.0,0.0,0.0,0,7.4,0.0,0.0,7.4,7.4,7.4,1.06,0.58,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0,0.32593055555555556,1013.7833333333333,1013.1833333333334,38.9
433,2021-03-08,2021,3,8,67,10,0,1.0,0.0,0.0,0,0.0,7.4,0.0,7.4,7.4,7.4,1.06,0.58,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0,0.3221805555555555,1013.6958333333333,1013.0958333333333,44.3
434,2021-03-09,2021,3,9,68,10,0,1.0,0.0,0.0,0,0.0,0.0,7.4,0.0,7.4,7.4,1.06,0.58,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0,0.32273611111111106,1013.6958333333333,1013.0958333333333,40.7
435,2021-03-10,2021,3,10,69,10,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.4,7.4,1.06,0.58,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0,0.314625,1013.8125,1013.2125,50.0
436,2021-03-11,2021,3,11,70,10,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.4,1.06,0.58,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0,0.3180555555555556,1013.5333333333333,1012.9333333333334,49.3
437,2021-03-12,2021,3,12,71,10,0,1.0,0.0,9.1,3,0.0,0.0,0.0,9.1,9.1,16.5,2.36,0.89,0,0,1,0,0,,0.0,,,,0.08,1,0,,,0,0.36394444444444446,1012.1458333333334,1011.5458333333332,33.5
438,2021-03-13,2021,3,13,72,10,0,1.0,0.0,0.0,0,9.1,0.0,0.0,9.1,9.1,9.1,1.3,0.89,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0,0.38479166666666664,1011.1041666666666,1010.5041666666666,36.0
439,2021-03-14,2021,3,14,73,10,0,1.0,0.0,0.0,0,0.0,9.1,0.0,9.1,9.1,9.1,1.3,0.89,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0,0.39181944444444444,1009.5,1008.9,32.8
440,2021-03-15,2021,3,15,74,11,0,1.0,0.0,0.0,0,0.0,0.0,9.1,0.0,9.1,9.1,1.3,0.89,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0,0.3792222222222222,1009.5333333333333,1008.9333333333334,25.9
441,2021-03-16,2021,3,16,75,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.1,9.1,1.3,0.89,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0,0.37305555555555553,1010.3916666666668,1009.7916666666666,27.0
442,2021-03-17,2021,3,17,76,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.1,1.3,0.89,0,0,0,0,0,,0.0,,,,0.07,1,1,0.4,7.0,1,0.3612916666666666,1010.4666666666667,1009.8666666666667,22.0
443,2021-03-18,2021,3,18,77,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.1,1.3,0.55,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0,0.35165277777777776,1009.475,1008.875,27.7
444,2021-03-19,2021,3,19,78,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.3468194444444444,1009.1666666666666,1008.5666666666666,32.4
445,2021-03-20,2021,3,20,79,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.3454027777777778,1008.1583333333333,1007.5583333333334,28.8
446,2021-03-21,2021,3,21,80,11,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.34204166666666663,1009.0791666666668,1008.4791666666666,27.7
447,2021-03-22,2021,3,22,81,12,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.3481666666666667,1011.6999999999999,1011.1,32.8
448,2021-03-23,2021,3,23,82,12,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.36213888888888884,1012.4666666666667,1011.8666666666667,44.3
449,2021-03-24,2021,3,24,83,12,0,1.0,0.0,7.2,2,0.0,0.0,0.0,7.2,7.2,7.2,1.03,0.79,0,0,1,0,0,,0.0,,,,0.06,1,0,,,0,0.36804166666666666,1011.2875,1010.6875,29.2
450,2021-03-25,2021,3,25,84,12,0,1.0,0.0,0.0,0,7.2,0.0,0.0,7.2,7.2,7.2,1.03,0.79,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0,0.3542083333333333,1011.0416666666666,1010.4416666666666,39.2
451,2021-03-26,2021,3,26,85,12,0,1.0,0.0,0.0,0,0.0,7.2,0.0,7.2,7.2,7.2,1.03,0.79,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0,0.36354166666666665,1010.3041666666667,1009.7041666666668,38.2
452,2021-03-27,2021,3,27,86,12,0,1.0,0.0,0.0,0,0.0,0.0,7.2,0.0,7.2,7.2,1.03,0.79,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0,0.36051388888888886,1009.7375000000001,1009.1374999999999,27.4
453,2021-03-28,2021,3,28,87,12,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.2,7.2,1.03,0.79,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0,0.3511388888888889,1008.9333333333334,1008.3333333333334,27.0
454,2021-03-29,2021,3,29,88,13,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.2,1.03,0.79,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0,0.3456666666666666,1007.9708333333333,1007.3708333333334,28.4
455,2021-03-30,2021,3,30,89,13,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.2,1.03,0.79,0,0,0,0,0,,0.0,,,,0.06,1,0,,,0,0.3438888888888889,1007.1333333333333,1006.5333333333333,28.8
456,2021-03-31,2021,3,31,90,13,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.3388055555555556,1006.8291666666668,1006.2291666666666,28.1
457,2021-04-01,2021,4,1,91,13,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0,0.32730555555555557,1007.7375000000001,1007.1374999999999,24.8
458,2021-04-02,2021,4,2,92,13,0,0.866025,-0.5,10.7,3,0.0,0.0,0.0,10.7,10.7,10.7,1.53,1.15,0,0,1,0,0,,0.0,,,,0.07,1,0,,,0,0.31563888888888886,1009.1875,1008.5875,38.9
459,2021-04-03,2021,4,3,93,13,0,0.866025,-0.5,0.0,0,10.7,0.0,0.0,10.7,10.7,10.7,1.53,1.15,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0,0.3100277777777778,1009.4125,1008.8125,34.9
460,2021-04-04,2021,4,4,94,13,0,0.866025,-0.5,0.0,0,0.0,10.7,0.0,10.7,10.7,10.7,1.53,1.15,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0,0.3041111111111111,1009.6916666666666,1009.0916666666667,36.4
461,2021-04-05,2021,4,5,95,14,0,0.866025,-0.5,14.3,3,0.0,0.0,10.7,14.3,25.0,25.0,3.57,1.38,0,0,1,0,0,,0.0,,,,0.09,1,0,,,0,0.2975694444444445,1011.5291666666667,1010.9291666666667,46.8
462,2021-04-06,2021,4,6,96,14,0,0.866025,-0.5,0.0,0,14.3,0.0,0.0,14.3,25.0,25.0,3.57,1.38,0,0,0,0,0,,0.0,,,,0.09,1,0,,,0,0.2961388888888889,1012.0208333333334,1011.4208333333332,46.8
463,2021-04-07,2021,4,7,97,14,0,0.866025,-0.5,0.0,0,0.0,14.3,0.0,14.3,14.3,25.0,3.57,1.38,0,0,0,0,0,,0.0,,,,0.09,1,0,,,0,0.2926666666666667,1011.2666666666668,1010.6666666666666,47.9
464,2021-04-08,2021,4,8,98,14,0,0.866025,-0.5,0.0,0,0.0,0.0,14.3,0.0,14.3,25.0,3.57,1.38,0,0,0,0,0,,0.0,,,,0.09,1,0,,,0,0.2826111111111111,1009.9833333333332,1009.3833333333333,40.7
465,2021-04-09,2021,4,9,99,14,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,14.3,14.3,2.04,1.38,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0,0.2713055555555555,1010.6291666666666,1010.0291666666667,40.7
466,2021-04-10,2021,4,10,100,14,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,14.3,2.04,1.38,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0,0.2637083333333333,1012.4666666666667,1011.8666666666667,46.1
467,2021-04-11,2021,4,11,101,14,0,0.866025,-0.5,16.7,3,0.0,0.0,0.0,16.7,16.7,31.0,4.43,1.63,0,0,1,0,0,,0.0,,,,0.1,1,0,,,0,0.2563888888888889,1013.2333333333332,1012.6333333333333,48.2
468,2021-04-12,2021,4,12,102,15,0,0.866025,-0.5,0.0,0,16.7,0.0,0.0,16.7,16.7,16.7,2.39,1.63,0,0,0,0,0,,0.0,,,,0.08,1,0,,,0,0.2531805555555556,1012.0791666666668,1011.4791666666666,45.7
469,2021-04-13,2021,4,13,103,15,0,0.866025,-0.5,0.0,0,0.0,16.7,0.0,16.7,16.7,16.7,2.39,1.63,0,0,0,0,0,,0.0,,,,0.08,1,0,,,0,0.25727777777777777,1010.6583333333333,1010.0583333333334,35.3
470,2021-04-14,2021,4,14,104,15,0,0.866025,-0.5,23.0,3,0.0,0.0,16.7,23.0,39.7,39.7,5.67,2.4,0,0,1,0,0,,0.0,,,,0.12,1,0,,,0,0.2555972222222222,1010.0708333333333,1009.4708333333333,39.6
471,2021-04-15,2021,4,15,105,15,0,0.866025,-0.5,22.6,3,23.0,0.0,0.0,45.6,62.3,62.3,8.9,3.15,0,0,2,0,0,,0.0,,,,0.21,1,0,,,0,0.25908333333333333,1009.6125000000001,1009.0124999999999,36.4
472,2021-04-16,2021,4,16,106,15,0,0.866025,-0.5,0.0,0,22.6,23.0,0.0,45.6,45.6,62.3,8.9,3.15,0,0,0,0,0,,0.0,,,,0.16,1,0,,,0,0.26529166666666665,1010.1208333333334,1009.5208333333334,39.6
473,2021-04-17,2021,4,17,107,15,0,0.866025,-0.5,0.0,0,0.0,22.6,23.0,22.6,45.6,62.3,8.9,3.15,0,0,0,0,0,,0.0,,,,0.16,1,0,,,0,0.25766666666666665,1009.4708333333333,1008.8708333333334,55.1
474,2021-04-18,2021,4,18,108,15,0,0.866025,-0.5,0.0,0,0.0,0.0,22.6,0.0,45.6,45.6,6.51,3.15,0,0,0,0,0,,0.0,,,,0.13,1,0,,,0,0.2765694444444444,1005.7958333333332,1005.1958333333333,70.2
475,2021-04-19,2021,4,19,109,16,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,22.6,45.6,6.51,3.15,0,0,0,0,0,,0.0,,,,0.13,1,0,,,0,0.3833611111111111,1004.35,1003.75,63.0
476,2021-04-20,2021,4,20,110,16,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,45.6,6.51,3.15,0,0,0,0,0,,0.0,,,,0.13,1,1,0.5,3.0,1,0.38748611111111114,1004.9375,1004.3375,42.5
477,2021-04-21,2021,4,21,111,16,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,22.6,3.23,3.15,0,0,0,0,0,,0.0,,,,0.09,1,0,,,0,0.3820138888888889,1006.0124999999999,1005.4125,33.8
478,2021-04-22,2021,4,22,112,16,0,0.866025,-0.5,16.2,3,0.0,0.0,0.0,16.2,16.2,16.2,2.31,3.69,0,0,1,0,0,,0.0,,,,0.08,1,0,,,0,0.3716944444444444,1006.4875000000001,1005.8874999999999,37.4
479,2021-04-23,2021,4,23,113,16,0,0.866025,-0.5,16.2,3,16.2,0.0,0.0,32.4,32.4,32.4,4.63,3.99,0,0,2,0,0,,0.0,,,,0.16,1,1,0.5,4.0,1,0.3639305555555556,1006.9791666666666,1006.3791666666666,32.8
480,2021-04-24,2021,4,24,114,16,0,0.866025,-0.5,0.0,0,16.2,16.2,0.0,32.4,32.4,32.4,4.63,3.99,0,0,0,0,0,,0.0,,,,0.11,1,0,,,0,0.367125,1008.7958333333332,1008.1958333333333,37.1
481,2021-04-25,2021,4,25,115,16,0,0.866025,-0.5,16.2,3,0.0,16.2,16.2,32.4,48.6,48.6,6.94,4.53,0,0,1,0,0,,0.0,,,,0.13,1,0,,,0,0.36233333333333334,1009.8375,1009.2375000000001,37.8
482,2021-04-26,2021,4,26,116,17,0,0.866025,-0.5,0.0,0,16.2,0.0,16.2,16.2,48.6,48.6,6.94,4.53,0,0,0,0,0,,0.0,,,,0.13,1,0,,,0,0.35423611111111114,1010.9791666666666,1010.3791666666666,39.2
483,2021-04-27,2021,4,27,117,17,0,0.866025,-0.5,0.0,0,0.0,16.2,0.0,16.2,32.4,48.6,6.94,4.53,0,0,0,0,0,,0.0,,,,0.13,1,0,,,0,0.35933333333333334,1012.6541666666667,1012.0541666666667,27.4
484,2021-04-28,2021,4,28,118,17,0,0.866025,-0.5,0.0,0,0.0,0.0,16.2,0.0,16.2,48.6,6.94,4.53,0,0,0,0,0,,0.0,,,,0.13,1,0,,,0,0.3617916666666667,1012.9625,1012.3625000000001,42.5
485,2021-04-29,2021,4,29,119,17,0,0.866025,-0.5,0.0,0,0.0,0.0,0.0,0.0,16.2,32.4,4.63,4.53,0,0,0,0,0,,0.0,,,,0.11,1,0,,,0,0.3485972222222222,1011.2166666666667,1010.6166666666667,29.5
486,2021-04-30,2021,4,30,120,17,0,0.866025,-0.5,56.2,4,0.0,0.0,0.0,56.2,56.2,72.4,10.34,6.4,1,0,1,0,0,,0.0,,,,0.17,1,0,,,0,0.33502777777777776,1011.2916666666666,1010.6916666666666,29.2
487,2021-05-01,2021,5,1,121,17,0,0.5,-0.866025,0.0,0,56.2,0.0,0.0,56.2,56.2,72.4,10.34,6.4,0,0,0,0,0,,0.0,,,,0.17,1,0,,,0,0.32358333333333333,1011.9541666666668,1011.3541666666666,36.4
488,2021-05-02,2021,5,2,122,17,0,0.5,-0.866025,0.0,0,0.0,56.2,0.0,56.2,56.2,56.2,8.03,6.05,0,0,0,0,0,,0.0,,,,0.15,1,0,,,0,0.31354166666666666,1012.1791666666667,1011.5791666666668,36.7
489,2021-05-03,2021,5,3,123,18,0,0.5,-0.866025,30.6,3,0.0,0.0,56.2,30.6,86.8,86.8,12.4,7.07,0,0,1,0,0,,0.0,,,,0.2,1,0,,,0,0.3063194444444444,1010.6458333333334,1010.0458333333332,35.3
490,2021-05-04,2021,5,4,124,18,0,0.5,-0.866025,43.0,3,30.6,0.0,0.0,73.6,129.8,129.8,18.54,8.5,0,0,2,0,0,,0.0,,,,0.32,1,0,,,0,0.3030833333333333,1010.4166666666666,1009.8166666666666,36.7
491,2021-05-05,2021,5,5,125,18,0,0.5,-0.866025,0.0,0,43.0,30.6,0.0,73.6,73.6,129.8,18.54,8.02,0,0,0,0,0,,0.0,,,,0.27,1,0,,,0,0.2919583333333333,1010.3249999999999,1009.725,24.8
492,2021-05-06,2021,5,6,126,18,0,0.5,-0.866025,39.0,3,0.0,43.0,30.6,82.0,112.6,168.8,24.11,9.32,0,0,1,0,0,,0.0,,,,0.34,1,1,0.4,3.0,1,0.285625,1010.8083333333334,1010.2083333333334,39.2
493,2021-05-07,2021,5,7,127,18,0,0.5,-0.866025,32.3,3,39.0,0.0,43.0,71.3,144.9,144.9,20.7,10.4,0,0,2,0,0,,0.0,,,,0.35,1,0,,,0,0.27970833333333334,1010.5,1009.9,27.4
494,2021-05-08,2021,5,8,128,18,0,0.5,-0.866025,0.0,0,32.3,39.0,0.0,71.3,114.3,144.9,20.7,10.4,0,0,0,0,0,,0.0,,,,0.3,1,0,,,0,0.2983472222222222,1009.8791666666666,1009.2791666666667,29.5
495,2021-05-09,2021,5,9,129,18,0,0.5,-0.866025,0.0,0,0.0,32.3,39.0,32.3,71.3,144.9,20.7,10.4,0,0,0,0,0,,0.0,,,,0.3,1,0,,,0,0.29315277777777776,1009.2541666666666,1008.6541666666667,35.3
496,2021-05-10,2021,5,10,130,19,0,0.5,-0.866025,0.0,0,0.0,0.0,32.3,0.0,71.3,114.3,16.33,10.4,0,0,0,0,0,,0.0,,,,0.25,1,0,,,0,0.3207638888888889,1009.6,1009.0,25.9
497,2021-05-11,2021,5,11,131,19,0,0.5,-0.866025,11.1,3,0.0,0.0,0.0,11.1,43.4,82.4,11.77,10.21,0,0,1,0,0,,0.0,,,,0.19,1,0,,,0,0.3236805555555556,1009.625,1009.025,29.5
498,2021-05-12,2021,5,12,132,19,0,0.5,-0.866025,0.0,0,11.1,0.0,0.0,11.1,11.1,82.4,11.77,10.21,0,0,0,0,0,,0.0,,,,0.19,1,0,,,0,0.30445833333333333,1009.4458333333333,1008.8458333333333,31.3
499,2021-05-13,2021,5,13,133,19,0,0.5,-0.866025,0.0,0,0.0,11.1,0.0,11.1,11.1,43.4,6.2,10.21,0,0,0,0,0,,0.0,,,,0.12,1,0,,,0,0.2925833333333333,1008.8291666666668,1008.2291666666666,22.3
